TimeGenerated [UTC],DeviceName,ActionType,LocalIP,LocalPort,RemoteIP,RemotePort,InitiatingProcessFileName,failed_connections
"4/3/2025, 7:01:16.411 AM",felix-win10,ConnectionFailed,10.0.0.121,54270,REDACTED IP,443,microsoftedgeupdate.exe,1
"4/3/2025, 7:01:27.394 AM",felix-win10,ConnectionFailed,10.0.0.121,54278,REDACTED IP,443,microsoftedgeupdate.exe,1
"4/3/2025, 7:09:24.763 AM",felix-win10,ConnectionFailed,10.0.0.121,54482,REDACTED IP,443,svchost.exe,1
"4/3/2025, 7:15:29.972 AM",felix-win10,ConnectionFailed,10.0.0.121,54675,REDACTED IP,443,svchost.exe,1
"4/3/2025, 7:24:47.286 AM",felix-win10,ConnectionFailed,10.0.0.121,55008,REDACTED IP,443,msedge.exe,1
"4/3/2025, 7:24:47.287 AM",felix-win10,ConnectionFailed,10.0.0.121,55009,REDACTED IP,443,msedge.exe,1
"4/3/2025, 7:24:47.287 AM",felix-win10,ConnectionFailed,10.0.0.121,55010,REDACTED IP,443,msedge.exe,1
"4/3/2025, 7:24:47.287 AM",felix-win10,ConnectionFailed,10.0.0.121,55011,REDACTED IP,443,msedge.exe,1
"4/3/2025, 7:39:19.486 AM",felix-win10,ConnectionFailed,10.0.0.121,55366,REDACTED IP,443,microsoftedgeupdate.exe,1
"4/3/2025, 7:44:47.386 AM",felix-win10,ConnectionFailed,10.0.0.121,55507,REDACTED IP,443,msedge.exe,1
"4/3/2025, 7:44:47.386 AM",felix-win10,ConnectionFailed,10.0.0.121,55509,REDACTED IP,443,msedge.exe,1
"4/3/2025, 7:44:47.386 AM",felix-win10,ConnectionFailed,10.0.0.121,55510,REDACTED IP,443,msedge.exe,1
"4/3/2025, 7:44:47.386 AM",felix-win10,ConnectionFailed,10.0.0.121,55511,REDACTED IP,443,msedge.exe,1
"4/3/2025, 7:44:47.386 AM",felix-win10,ConnectionFailed,10.0.0.121,55512,REDACTED IP,443,msedge.exe,1
"4/3/2025, 7:44:47.387 AM",felix-win10,ConnectionFailed,10.0.0.121,55513,REDACTED IP,443,msedge.exe,1
"4/3/2025, 7:44:47.387 AM",felix-win10,ConnectionFailed,10.0.0.121,55514,REDACTED IP,443,msedge.exe,1
"4/3/2025, 7:45:30.251 AM",felix-win10,ConnectionFailed,10.0.0.121,55535,REDACTED IP,443,svchost.exe,1
"4/3/2025, 7:54:47.443 AM",felix-win10,ConnectionFailed,10.0.0.121,55756,REDACTED IP,443,msedge.exe,1
"4/3/2025, 7:54:47.444 AM",felix-win10,ConnectionFailed,10.0.0.121,55759,REDACTED IP,443,msedge.exe,1
"4/4/2025, 4:42:29.226 PM",felix-win10,ConnectionFailed,10.0.0.121,54807,REDACTED IP,22,powershell.exe,1
"4/4/2025, 4:42:31.363 PM",felix-win10,ConnectionFailed,10.0.0.121,54815,REDACTED IP,23,powershell.exe,1
"4/4/2025, 4:42:33.507 PM",felix-win10,ConnectionFailed,10.0.0.121,54821,REDACTED IP,25,powershell.exe,1
"4/4/2025, 4:42:35.913 PM",felix-win10,ConnectionFailed,10.0.0.121,54822,REDACTED IP,53,powershell.exe,1
"4/4/2025, 4:42:38.189 PM",felix-win10,ConnectionFailed,10.0.0.121,54823,REDACTED IP,69,powershell.exe,1
"4/4/2025, 4:42:40.423 PM",felix-win10,ConnectionFailed,10.0.0.121,54824,REDACTED IP,80,powershell.exe,1
"4/4/2025, 4:42:42.795 PM",felix-win10,ConnectionFailed,10.0.0.121,54826,REDACTED IP,110,powershell.exe,1
"4/4/2025, 4:42:45.255 PM",felix-win10,ConnectionFailed,10.0.0.121,54827,REDACTED IP,123,powershell.exe,1
"4/4/2025, 4:43:06.392 PM",felix-win10,ConnectionFailed,10.0.0.121,54828,REDACTED IP,135,powershell.exe,1
"4/4/2025, 4:43:08.561 PM",felix-win10,ConnectionFailed,10.0.0.121,54840,REDACTED IP,137,powershell.exe,1
"4/4/2025, 4:43:10.708 PM",felix-win10,ConnectionFailed,10.0.0.121,54841,REDACTED IP,138,powershell.exe,1
"4/4/2025, 4:43:31.824 PM",felix-win10,ConnectionFailed,10.0.0.121,54843,REDACTED IP,139,powershell.exe,1
"4/4/2025, 4:43:33.967 PM",felix-win10,ConnectionFailed,10.0.0.121,54856,REDACTED IP,143,powershell.exe,1
"4/4/2025, 4:43:36.311 PM",felix-win10,ConnectionFailed,10.0.0.121,54857,REDACTED IP,161,powershell.exe,1
"4/4/2025, 4:43:38.493 PM",felix-win10,ConnectionFailed,10.0.0.121,54858,REDACTED IP,194,powershell.exe,1
"4/4/2025, 4:43:40.663 PM",felix-win10,ConnectionFailed,10.0.0.121,54859,REDACTED IP,443,powershell.exe,1
"4/4/2025, 4:44:01.780 PM",felix-win10,ConnectionFailed,10.0.0.121,54862,REDACTED IP,445,powershell.exe,1
"4/4/2025, 4:44:03.940 PM",felix-win10,ConnectionFailed,10.0.0.121,54874,REDACTED IP,465,powershell.exe,1
"4/4/2025, 4:44:06.077 PM",felix-win10,ConnectionFailed,10.0.0.121,54875,REDACTED IP,587,powershell.exe,1
"4/4/2025, 4:44:08.235 PM",felix-win10,ConnectionFailed,10.0.0.121,54876,REDACTED IP,993,powershell.exe,1
"4/4/2025, 4:44:10.384 PM",felix-win10,ConnectionFailed,10.0.0.121,54881,REDACTED IP,995,powershell.exe,1
"4/4/2025, 4:44:12.661 PM",felix-win10,ConnectionFailed,10.0.0.121,54883,REDACTED IP,3306,powershell.exe,1
"4/4/2025, 4:44:33.779 PM",felix-win10,ConnectionFailed,10.0.0.121,54884,REDACTED IP,3389,powershell.exe,1
"4/4/2025, 4:44:35.937 PM",felix-win10,ConnectionFailed,10.0.0.121,54896,REDACTED IP,5900,powershell.exe,1
"4/4/2025, 4:44:38.093 PM",felix-win10,ConnectionFailed,10.0.0.121,54897,REDACTED IP,8080,powershell.exe,1
"4/4/2025, 4:44:40.252 PM",felix-win10,ConnectionFailed,10.0.0.121,54898,REDACTED IP,8443,powershell.exe,1
"4/4/2025, 8:55:58.962 PM",felix-win10,ConnectionFailed,10.0.0.121,61963,REDACTED IP,80,svchost.exe,1
"4/4/2025, 8:55:58.962 PM",felix-win10,ConnectionFailed,10.0.0.121,61964,REDACTED IP,80,svchost.exe,1
"4/4/2025, 8:56:59.000 PM",felix-win10,ConnectionFailed,10.0.0.121,61992,REDACTED IP,80,svchost.exe,1
"4/3/2025, 6:32:30.382 PM",felix-win10,ConnectionFailed,10.0.0.121,49744,REDACTED IP,80,senseimdscollector.exe,1
"4/3/2025, 8:37:57.526 PM",felix-win10,ConnectionFailed,10.0.0.121,53408,REDACTED IP,80,powershell.exe,1
"4/3/2025, 8:39:20.178 PM",felix-win10,ConnectionFailed,10.0.0.121,53470,REDACTED IP,21,powershell.exe,1
"4/3/2025, 8:39:41.790 PM",felix-win10,ConnectionFailed,10.0.0.121,53471,REDACTED IP,22,powershell.exe,1
"4/3/2025, 8:39:44.042 PM",felix-win10,ConnectionFailed,10.0.0.121,53491,REDACTED IP,23,powershell.exe,1
"4/3/2025, 8:39:45.058 PM",felix-win10,ConnectionFailed,10.0.0.121,53472,REDACTED IP,443,powershell.exe,1
"4/3/2025, 8:39:46.456 PM",felix-win10,ConnectionFailed,10.0.0.121,53493,REDACTED IP,25,powershell.exe,1
"4/3/2025, 8:39:48.964 PM",felix-win10,ConnectionFailed,10.0.0.121,53494,REDACTED IP,53,powershell.exe,1
"4/3/2025, 8:39:51.131 PM",felix-win10,ConnectionFailed,10.0.0.121,53495,REDACTED IP,69,powershell.exe,1
"4/3/2025, 8:39:53.317 PM",felix-win10,ConnectionFailed,10.0.0.121,53496,REDACTED IP,80,powershell.exe,1
"4/3/2025, 8:39:55.538 PM",felix-win10,ConnectionFailed,10.0.0.121,53497,REDACTED IP,110,powershell.exe,1
"4/3/2025, 8:39:57.721 PM",felix-win10,ConnectionFailed,10.0.0.121,53503,REDACTED IP,123,powershell.exe,1
"4/3/2025, 8:40:18.876 PM",felix-win10,ConnectionFailed,10.0.0.121,53504,REDACTED IP,135,powershell.exe,1
"4/3/2025, 8:40:21.062 PM",felix-win10,ConnectionFailed,10.0.0.121,53522,REDACTED IP,137,powershell.exe,1
"4/3/2025, 8:40:23.175 PM",felix-win10,ConnectionFailed,10.0.0.121,53523,REDACTED IP,138,powershell.exe,1
"4/3/2025, 8:40:44.335 PM",felix-win10,ConnectionFailed,10.0.0.121,53524,REDACTED IP,139,powershell.exe,1
"4/3/2025, 8:40:46.496 PM",felix-win10,ConnectionFailed,10.0.0.121,53537,REDACTED IP,143,powershell.exe,1
"4/3/2025, 8:40:48.884 PM",felix-win10,ConnectionFailed,10.0.0.121,53538,REDACTED IP,161,powershell.exe,1
"4/3/2025, 8:40:51.087 PM",felix-win10,ConnectionFailed,10.0.0.121,53540,REDACTED IP,194,powershell.exe,1
"4/3/2025, 8:40:53.336 PM",felix-win10,ConnectionFailed,10.0.0.121,53541,REDACTED IP,443,powershell.exe,1
"4/3/2025, 8:41:14.486 PM",felix-win10,ConnectionFailed,10.0.0.121,53542,REDACTED IP,445,powershell.exe,1
"4/3/2025, 8:41:16.628 PM",felix-win10,ConnectionFailed,10.0.0.121,53562,REDACTED IP,465,powershell.exe,1
"4/3/2025, 8:41:18.799 PM",felix-win10,ConnectionFailed,10.0.0.121,53563,REDACTED IP,587,powershell.exe,1
"4/3/2025, 8:41:20.961 PM",felix-win10,ConnectionFailed,10.0.0.121,53564,REDACTED IP,993,powershell.exe,1
"4/3/2025, 8:41:23.135 PM",felix-win10,ConnectionFailed,10.0.0.121,53565,REDACTED IP,995,powershell.exe,1
"4/3/2025, 8:41:25.312 PM",felix-win10,ConnectionFailed,10.0.0.121,53566,REDACTED IP,3306,powershell.exe,1
"4/3/2025, 8:41:46.580 PM",felix-win10,ConnectionFailed,10.0.0.121,53567,REDACTED IP,3389,powershell.exe,1
"4/3/2025, 8:41:51.174 PM",felix-win10,ConnectionFailed,10.0.0.121,53601,REDACTED IP,5900,powershell.exe,1
"4/3/2025, 8:41:53.347 PM",felix-win10,ConnectionFailed,10.0.0.121,53602,REDACTED IP,8080,powershell.exe,1
"4/3/2025, 8:41:55.565 PM",felix-win10,ConnectionFailed,10.0.0.121,53603,REDACTED IP,8443,powershell.exe,1
"4/4/2025, 4:39:55.102 AM",felix-win10,ConnectionFailed,10.0.0.121,52547,REDACTED IP,21,powershell.exe,1
"4/4/2025, 4:40:16.266 AM",felix-win10,ConnectionFailed,10.0.0.121,52548,REDACTED IP,22,powershell.exe,1
"4/4/2025, 4:40:18.384 AM",felix-win10,ConnectionFailed,10.0.0.121,52563,REDACTED IP,23,powershell.exe,1
"4/4/2025, 4:40:20.494 AM",felix-win10,ConnectionFailed,10.0.0.121,52568,REDACTED IP,25,powershell.exe,1
"4/4/2025, 4:40:22.642 AM",felix-win10,ConnectionFailed,10.0.0.121,52569,REDACTED IP,53,powershell.exe,1
"4/4/2025, 4:40:24.767 AM",felix-win10,ConnectionFailed,10.0.0.121,52570,REDACTED IP,69,powershell.exe,1
"4/4/2025, 4:40:26.916 AM",felix-win10,ConnectionFailed,10.0.0.121,52571,REDACTED IP,80,powershell.exe,1
"4/4/2025, 4:40:29.105 AM",felix-win10,ConnectionFailed,10.0.0.121,52572,REDACTED IP,110,powershell.exe,1
"4/4/2025, 4:40:31.274 AM",felix-win10,ConnectionFailed,10.0.0.121,52573,REDACTED IP,123,powershell.exe,1
"4/4/2025, 4:40:52.404 AM",felix-win10,ConnectionFailed,10.0.0.121,52580,REDACTED IP,135,powershell.exe,1
"4/4/2025, 4:40:54.565 AM",felix-win10,ConnectionFailed,10.0.0.121,52587,REDACTED IP,137,powershell.exe,1
"4/4/2025, 4:40:56.707 AM",felix-win10,ConnectionFailed,10.0.0.121,52588,REDACTED IP,138,powershell.exe,1
"4/4/2025, 4:41:17.848 AM",felix-win10,ConnectionFailed,10.0.0.121,52589,REDACTED IP,139,powershell.exe,1
"4/4/2025, 4:41:19.996 AM",felix-win10,ConnectionFailed,10.0.0.121,52602,REDACTED IP,143,powershell.exe,1
"4/4/2025, 4:41:22.355 AM",felix-win10,ConnectionFailed,10.0.0.121,52603,REDACTED IP,161,powershell.exe,1
"4/4/2025, 4:41:24.468 AM",felix-win10,ConnectionFailed,10.0.0.121,52604,REDACTED IP,194,powershell.exe,1
"4/4/2025, 4:41:26.620 AM",felix-win10,ConnectionFailed,10.0.0.121,52605,REDACTED IP,443,powershell.exe,1
"4/4/2025, 4:41:47.745 AM",felix-win10,ConnectionFailed,10.0.0.121,52606,REDACTED IP,445,powershell.exe,1
"4/4/2025, 4:41:49.903 AM",felix-win10,ConnectionFailed,10.0.0.121,52619,REDACTED IP,465,powershell.exe,1
"4/4/2025, 4:41:52.014 AM",felix-win10,ConnectionFailed,10.0.0.121,52620,REDACTED IP,587,powershell.exe,1
"4/4/2025, 4:41:54.158 AM",felix-win10,ConnectionFailed,10.0.0.121,52621,REDACTED IP,993,powershell.exe,1
"4/4/2025, 4:41:56.312 AM",felix-win10,ConnectionFailed,10.0.0.121,52623,REDACTED IP,995,powershell.exe,1
"4/4/2025, 4:41:58.537 AM",felix-win10,ConnectionFailed,10.0.0.121,52624,REDACTED IP,3306,powershell.exe,1
"4/4/2025, 4:42:19.827 AM",felix-win10,ConnectionFailed,10.0.0.121,52625,REDACTED IP,3389,powershell.exe,1
"4/4/2025, 4:42:23.437 AM",felix-win10,ConnectionFailed,10.0.0.121,52639,REDACTED IP,5900,powershell.exe,1
"4/4/2025, 4:42:25.572 AM",felix-win10,ConnectionFailed,10.0.0.121,52640,REDACTED IP,8080,powershell.exe,1
"4/4/2025, 4:42:27.698 AM",felix-win10,ConnectionFailed,10.0.0.121,52641,REDACTED IP,8443,powershell.exe,1
